id_tovara,id_language,name_tovara,category_tovara,h2
867,1,Подарок в коробке &quot;Сладкоежка &quot;,1165,Доставить подарок в коробке &quot;Сладкоежка &quot; по Минску и Беларуси
867,2,Gift in the box &quot;Sweet tooth &quot;,1165,"Place an order for gift in the box &quot;Sweet tooth &quot; with delivery Minsk, Belarus"
687,1,"Мягкая игрушка &quot;Слоник&quot;, валентинка",1160,"Оформите заказ на мягкая игрушка &quot;Слоник&quot;, валентинка с доставкой Минск, Беларусь"
687,2,"Soft toy &quot;Elephant&quot;, valentine",1160,"Buy soft toy &quot;Elephant&quot;, valentine with delivery to Minsk"
716,1,Букет из 21 жёлтой розы,1104,"Оформите заказ на букет из 21 жёлтой розы с доставкой Минск, Беларусь"
806,1,Букет из 23 разноцветных гербер,1139,Доставка букет из 23 разноцветных гербер по Минску – удобно и быстро
806,2,Hand-tied bouquet of 23 multi- colored Gerberas,1139,Deliver hand-tied bouquet of 23 multi- colored gerberas to Minsk and Belarus
895,1,Белые лилии в корзине,1127,Лучшие цены на белые лилии в корзине с доставкой по Минску
895,2,White lilies in a basket,1127,Buy white lilies in a basket with delivery to Minsk
925,1,"Открытка &quot;Очень-очень, слов нет...&quot; №1",1176,"Быстрая доставка открытка &quot;Очень-очень, слов нет...&quot; №1 в Минске"
925,2,"Postcard &quot;Very, very, no words...&quot; №1",1176,"Best prices for postcard &quot;Very, very, no words...&quot; №1 with delivery to Minsk"
734,1,Красная Пуансеттия в горшке,1157,Доставка красная пуансеттия в горшке по всей Беларуси
734,2,Red Poinsettia plant with seasonal decoration,1157,Buy red poinsettia plant with seasonal decoration with delivery to Minsk
683,1,VIP букет из 101 белой и кремовой розы,1104,Купить vip букет из 101 белой и кремовой розы в Минске
683,2,VIP bouquet 101 white and cream roses,1104,Delivery of vip bouquet 101 white and cream roses in Minsk - convenient and fast
786,1,Букет из альстромерий и роз &quot;Огонь и вода&quot;,1104,Лучшие цены на букет из альстромерий и роз &quot;Огонь и вода&quot; с доставкой по Минску
786,2,Bouquet of Alstroemeria&amp;Red Roses &quot;Fire and water&quot;,1104,Buy bouquet of alstroemeria&amp;red roses &quot;Fire and water&quot; in Minsk
1005,1,Букет цветов 'Всплеск солнечного света',1127,Лучшие цены на букет цветов 'всплеск солнечного света' с доставкой по Минску
1005,2,Bouquet of flowers 'Sunshine splash',1127,Delivery of bouquet of flowers 'sunshine splash' all over Belarus
675,1,Композиция &quot;Королевские орхидеи&quot;,1118,Доставка композиция &quot;Королевские орхидеи&quot; по Минску – удобно и быстро
675,2,Regal Orchids Plants,1118,Best prices for regal orchids plants with delivery to Minsk
982,1,Королевская орхидея белая,1127,Закажите королевская орхидея белая с доставкой в Беларуси
981,1,Королевская орхидея жёлтая,1127,Доставка королевская орхидея жёлтая по всей Беларуси
707,1,Черная мини-орхидея в кашпо,1127,Доставка черная мини-орхидея в кашпо по Минску – удобно и быстро
707,2,Black mini orchid in a planter,1127,Delivery of black mini orchid in a planter all over Belarus
590,1,Розовая мини-орхидея в кашпо,1127,Лучшие цены на розовая мини-орхидея в кашпо с доставкой по Минску
590,2,Pink mini orchid in a planter,1127,"Place an order for pink mini orchid in a planter with delivery Minsk, Belarus"
1019,1,Букет из хризантем и эустомы,1122,Купить букет из хризантем и эустомы с доставкой по Минску
1019,2,Bouquet of chrysanthemums and eustoma,1122,Order bouquet of chrysanthemums and eustoma with delivery to Belarus
1022,1,Новогодний букет цветов &quot;Красное пламя&quot;,1164,"Оформите заказ на новогодний букет цветов &quot;Красное пламя&quot; с доставкой Минск, Беларусь"
1022,2,New Year's bouquet of flowers &quot;Red Flame&quot;,1164,"Place an order for new year's bouquet of flowers &quot;Red Flame&quot; with delivery Minsk, Belarus"
1021,1,Нежный букет из роз и хризантем в белых тонах,1104,Купить нежный букет из роз и хризантем в белых тонах с доставкой по Минску
1021,2,Delicate bouquet of roses and chrysanthemums in white tones,1104,"Place an order for delicate bouquet of roses and chrysanthemums in white tones with delivery Minsk, Belarus"
1024,1,"Открытка &quot;С Новым Годом&quot; №7, ручная работа",1176,"Доставка открытка &quot;С Новым Годом&quot; №7, ручная работа по Минску – удобно и быстро"
1024,2,"Postcard &quot;Happy New Year&quot; No. 7, handmade",1176,"Delivery of postcard &quot;Happy New Year&quot; no. 7, handmade all over Belarus"
1023,1,Букет из гортензии и цимбидиума &quot;Экзотик&quot;,1127,Быстрая доставка букет из гортензии и цимбидиума &quot;Экзотик&quot; в Минске
1023,2,Bouquet of hydrangea and cymbidium &quot;Exotic&quot;,1127,Order bouquet of hydrangea and cymbidium &quot;Exotic&quot; with delivery to Belarus
1026,1,"Микс букет из хризантем, альстромерий и роз",1122,"Доставка микс букет из хризантем, альстромерий и роз по всей Беларуси"
1026,2,"Mix bouquet of chrysanthemums, alstroemeria and roses",1122,"Place an order for mix bouquet of chrysanthemums, alstroemeria and roses with delivery Minsk, Belarus"
1027,1,"Букет из розовых лилий, гвоздик и альстромерий",1127,"Быстрая доставка букет из розовых лилий, гвоздик и альстромерий в Минске"
1027,2,"Bouquet of pink lilies, carnations and alstroemerias",1127,"Delivery of bouquet of pink lilies, carnations and alstroemerias in Minsk - convenient and fast"
1020,1,Букет из цимбидиумов с оформлением,1127,Доставка букет из цимбидиумов с оформлением по всей Беларуси
